CountryID,Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
417,Kyrgyzstan,7553,7584,7701,8196,8167,7302,7237.899902,8432.700195,9319.299805,8218.841797,7432.424805,7225.200195,7125,7433.200195
428,Latvia,126,136,107,111,97,109,105,96,102,92,85,96,104,97
440,Lithuania,3121,2208,1901,2094,2104,2251,583,457,518,285,230,254,183,136
442,Luxembourg,...,...,...,...,...,20,24,24,24,18,19,20,22,...
450,Madagascar,...,...,...,17634.19922,...,...,...,...,...,...,...,...,...,...
454,Malawi,30.88999939,38.95999908,64.15100098,64.22786713,65.36551666,69.04856873,72.2873764,78.49617767,78.25640869,75.01878357,73.93417358,72.85279846,74.05126953,73.21446228
458,Malaysia,...,...,...,5209.08252,5299.299805,5308.441406,5463.069824,5579.299805,5740.999023,6046.09668,6114.98877,6133.818848,6465.39209,6617.354004
462,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,...,...
466,Mali,...,...,21273,...,...,...,5214.222168,6467.041504,6716.589844,6968.929199,8643.024414,18255.98438,19680.88672,15185.05859
470,Malta,0,0,0,0,0,0,0,0,3,3,3,3,3,3
474,Martinique,...,46.61811066,52.65520477,...,...,53.45669937,54.91479874,48.76829147,53.16320419,50.95467377,54.13355637,56.72858429,...,...
480,Mauritius,575,541,528,518,497,511,513,449,460,487,489,467,473,468
484,Mexico,...,...,...,50013,50223.49219,50479.76563,50008.62891,50974.35938,50950.57031,51276.94531,52022.69531,...,...,...
492,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,...,...
504,Morocco,4113,3398,3979,3548,3014,3572,4330,4918,3870,...,...,...,...,...
520,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,...,...
528,Netherlands,10637,10535,9996,9955,9719,10396,9934,9199,9798,9647,8443,7418,7005,...
554,New Zealand,...,...,...,...,...,...,3527,...,...,...,...,...,...,...
566,Nigeria,...,...,...,...,...,...,34000,...,...,...,...,...,...,...
807,North Macedonia,1428,1089,766,435,561,885,5706.299805,5334.299805,4793.5,1972.300049,306,...,...,...
578,Norway,...,...,...,...,...,...,...,...,...,...,...,...,...,...
512,Oman,...,...,...,...,...,...,...,...,...,...,...,...,...,...
586,Pakistan,127235,105982,128937,125767,126383,117687,119327,113629,116515,115504,126470,132008,126827,130651
591,Panama,11521.99121,11765,12968.13477,13520.57031,13080,12661.02148,17728,21167,26721,25152,30906,27985,33308,37642
604,Peru,448.7000122,518.4000244,525.5,545.2000122,525.4000244,563.2000122,562.5,567.4000244,564.5999756,558.2000122,562.7999878,590.7000122,564,568.2999878
608,Philippines,76478.39844,77579.29688,77759.25781,78535.38281,79727.85156,79806.29688,79685.92188,80388.5625,80501.67969,195344.0313,195884.2656,196781.7188,...,...
616,Poland,8973,8889,9576,9356,8727,8931,8923,9178,8834,8634,8731,8486,8559,8094
620,Portugal,...,...,...,...,...,...,...,...,...,...,...,...,...,2772
634,Qatar,0,0,0,0,0,0,0,0,0,...,...,...,...,...
410,Republic of Korea,...,...,...,14940,18279,18892,15757,15628,17232,19800,21015,...,...,...
498,Republic of Moldova,717,716,718,756,734,736,721,718,721,711,710,712,717,713
642,Romania,5090,4577,4680,6240,6561,6248,5595,5992,5884,5837,5715,5868,5729,6116
643,Russian Federation,63388,63763,64019,64410,64264,60144,63321,59496,57170,56197,55051,52154,52315,52049
638,Réunion,...,...,...,...,...,...,...,...,107.8581696,106.4953918,111.7286072,98.24662018,...,...
659,Saint Kitts and Nevis,3.848999977,3.484999895,3.809999943,3.292999983,4.474999905,4.914999962,4.321000099,4.407000065,4.186999798,...,...,...,...,...
670,Saint Vincent and the Grenadines,...,...,...,...,...,...,...,...,...,...,...,...,...,...
682,Saudi Arabia,...,...,...,...,...,...,178.1199951,192.7200012,204.7649994,87.96499634,123.3700027,123.3700027,175,146
686,Senegal,...,...,...,...,48.25918198,53.84957123,58.18285751,56.28967285,64.51701355,64.32704926,69.46391296,69.77191162,68.61175537,70.58948517
688,Serbia,2162,3281,3438,3466,3521,3639,3410,3785,3412,3715,2927,3603,...,...
703,Slovakia,...,533,395,330,313,280,260,259,326,308,238,248,232,244
705,Slovenia,802,739,718,745,854,753,740,666,602,712,796,714,705,741
710,South Africa,...,...,...,...,...,...,...,...,...,...,...,...,...,...
724,Spain,30053,31642,30025,29077,29199,29390,28709,28926,27813,26237,26613,25222,24866,...
144,Sri Lanka,...,...,...,...,...,...,...,...,...,...,...,...,...,...
752,Sweden,2048,2285,2285,2285,...,...,2466,...,...,...,...,2010,...,...
756,Switzerland,...,...,...,...,...,...,...,...,1000,...,...,...,...,...
780,Trinidad and Tobago,235.7599945,249.3899994,243.4299927,239.0299988,241.0299988,233.5,199.1000061,...,...,244.1000061,227.5,223.3999939,243.6999969,...
788,Tunisia,467,518,551,570,546,546,546,534,608,615,...,...,...,...
792,Turkey,33460,33062,31836,27582,29589,32319,33818,...,36950,...,37371,39113.42969,44553,...
804,Ukraine,11267,11805,12007,13041,12629,11649,11893,11733,11861,10973,9396,7823,8055,7457
784,United Arab Emirates,...,...,...,...,...,...,0,0,0,0,0,0,0,0
826,United Kingdom of Great Britain and Northern Ireland,...,7988,7005,6378,6208,6118,6111,5526,6168,...,5232,...,...,...
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,...,...,...,...,...,...
840,United States of America,...,...,...,...,...,...,379960.7188,...,...,...,...,...,...,...
860,Uzbekistan,57990,59052,58136,52583,43192,49716,56669,48213,55725,53575,51318,54599,...,...
862,Venezuela (Bolivarian Republic of),10382.00586,12180.37988,13344.4082,18369.85156,19874.42578,20509.23047,...,...,...,...,...,...,...,...
887,Yemen,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,...,...
894,Zambia,...,...,...,...,...,...,...,...,...,...,...,...,2284.486084,...
716,Zimbabwe,40709.36328,24653.03516,38766.57422,38996.64063,37760.63672,42708.35938,43227.86328,43473.04297,35282.86328,38053.00781,35532.5625,26666.87695,32162.20703,35264.58984
