CountryID,Country and area,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
68,Bolivia (Plur. State of),47.73,40.11,40.74,40.44,39.73,37.54,32.24,32.55,30.74,31.49,26.46,27.25,18.77,23.13
70,Bosnia and Herzegovina,46.98,47.6,44.01,33.95,32.83,39.82,46.87,28.71,29.93,41.46,36.73,35.52,31.88,24.38
72,Botswana,0,0,0,0,0,0,0,0,0.28,0.11,0.04,0.03,0.07,0.07
76,Brazil,82.8,83.75,83.18,84.18,79.98,84.14,78.61,81.06,76.09,69.65,65.31,65.62,71.6,70.24
92,British Virgin Islands,0,0,0,0,0,0,0,0.52,0.51,0.51,1.01,0.95,0.94,0.67
96,Brunei Darussalam,0,0,0,0,0,0,0,0.05,0.05,0.05,0.04,0.05,0.02,0.05
100,Bulgaria,8.08,10.67,10.03,7.58,7.55,10.03,13.72,9.21,12.73,17.23,16.34,18.29,16.37,14.11
854,Burkina Faso,21.56,19.57,14.6,18.14,21.97,18.86,20.88,15.47,15.52,14.5,10.34,9.31,14.39,12.51
108,Burundi,97.87,98.04,97.89,98.32,98.25,96.69,87.32,90.78,97.89,83.13,77.78,79.65,82.18,54.35
132,Cabo Verde,2.73,2.53,2.78,2.96,2.44,1.62,1.15,6.85,18.13,20.54,17.36,19.95,18.69,16.87
116,Cambodia,3.66,4.67,4.25,3.29,3.04,3.87,3.5,5.19,36.26,57.31,60.58,45.55,46.87,39.13
120,Cameroon,95.38,94.21,76.22,73.37,74.49,69.45,72.22,74.27,74.03,67.07,64.22,54.94,52.82,51.31
124,Canada,56.99,58.6,58.17,59.01,60.4,61.92,60.18,61.43,62.41,62.82,61.97,61.78,63.17,64.59
136,Cayman Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Central African Rep.,83.33,83.75,83.83,85.09,85.09,85,84.38,83.83,84.75,99.31,99.32,99.33,99.33,99.35
148,Chad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Chile,42.93,50.47,52.67,39.55,40.59,41.95,36.67,32.49,29.49,28.01,35.78,36.16,35.76,36.28
156,China,16.21,15.99,15.4,15.13,17.85,18.41,19.05,16.83,20,19.75,22.1,23.38,24.33,24.39
344,"China, Hong Kong SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,"China, Macao SAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Colombia,79.85,79.05,79.49,80.44,75.65,65.59,67.35,73.65,69.73,63.63,61.65,59.72,62.99,76.52
174,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Congo,83.12,81.99,82.12,82.31,81.34,61.22,54.72,64.67,61,62.44,60.52,50.76,48.74,44.23
184,Cook Islands,0,0,0,0,0,0,0,2.94,3.03,3.03,9.38,6.9,12.12,10.81
188,Costa Rica,95.74,95.87,93.01,91.15,91.99,93.82,91.8,89.81,90.08,86.53,88.02,97.35,96.65,98.05
384,Côte d'Ivoire,31.72,25.25,26.75,31.91,32.72,36.3,27.12,29.09,25.5,20.99,23.09,15.52,14.91,20.23
191,Croatia,55.2,54.33,51.81,38.55,46.01,56.1,62.88,47.16,49.56,65.86,72.97,64.97,63.48,56.66
192,Cuba,0.56,0.44,0.57,0.69,0.78,0.85,0.63,0.67,0.72,0.8,0.73,0.48,0.61,0.8
531,Curaçao,...,...,...,...,...,...,...,...,21.98,22.93,24.43,25.74,25.9,38.61
196,Cyprus,0,0.02,0.02,0.04,0.06,0.08,0.71,2.56,4.39,6.48,6.11,7.65,7.61,7.65
203,Czechia,3.05,3.69,3.92,3.01,3.15,4.09,5.14,6.09,6.29,7.17,6.56,7.14,7.11,6.81
180,Dem. Rep. of the Congo,99.89,99.91,99.39,98.9,98.72,98.91,98.91,98.89,99.66,99.67,99.66,99.59,99.61,99.71
208,Denmark,16.38,18.32,13.45,18.32,19,18.54,20.16,27.84,33.85,33.54,42.54,50.99,44.36,50.09
262,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Dominica,29.82,23.53,22.95,17.6,16.28,17.16,19.73,29.8,22,25.69,21.09,15.89,23.08,20.77
214,Dominican Republic,13.26,14.31,12.55,11.6,9.51,10.63,9.64,9.76,11.18,12.05,8.92,7.07,10.26,14.32
218,Ecuador,57.58,54.12,50.4,52.14,60.7,50.52,44.28,54.21,53.57,47.72,47.53,50.99,58.42,72.05
818,Egypt,12.63,11.81,11.44,12.75,11.6,9.81,9.8,9.27,8.88,8.81,8.6,8.02,7.85,8.02
222,El Salvador,53.29,56.4,54.85,53.71,59.6,52.3,60.31,58.28,54.22,53.41,52.64,48.37,47.6,61.31
226,Equatorial Guinea,31.97,30.23,27.46,24.53,8.81,7.69,6.83,4.91,12.67,17.49,24.01,23.58,23.53,23.53
232,Eritrea,0.35,0.35,0.74,0.69,1.38,1.35,1.28,1.18,1.11,1.06,1.03,1.01,0.99,0.94
231,Ethiopia,96.52,96.89,97.23,90.1,87.64,88.88,97.02,98.1,98.92,99.26,99.44,99.54,99.65,99.68
233,Estonia,0.29,0.74,0.92,0.92,1.52,2.59,2.34,3.09,3.98,4.18,5.07,7.14,5.17,5.8
748,Eswatini,29.3,39.22,35.7,38.11,37.04,47.49,51.43,50.92,43.73,40.68,53.26,46.57,31.7,28.26
234,Faeroe Islands,40.96,44.49,44.62,44.61,39.49,38.77,28.93,39.42,38.01,38.57,50.82,60.19,49.84,51.2
238,Falkland Is. (Malvinas),0,0,0,0,0,27.78,27.78,33.33,38.89,27.78,27.78,26.32,28.57,25
242,Fiji,44.98,41.19,40.6,61.12,65.02,60.1,50.3,57.55,66.25,62,47.15,45.08,53.43,48.91
246,Finland,18,20.13,14.46,18,22.99,18.4,16.77,18,25.11,19.52,21.74,28.21,27.86,29.64
251,France,11.49,10.03,11.2,11.96,13.04,13.2,13.82,11.56,14.9,17.11,16.52,15.67,17.18,16.14
255,French Guiana,53.28,59.14,71.93,67.2,67.96,44.58,53.9,...,...,...,...,...,...,...
258,French Polynesia,35.02,35.64,38.02,40.55,37.15,36.22,42.66,33.03,31.13,30.23,35.24,35.51,38.18,37.07
266,Gabon,57.99,51.59,56.76,46.19,49.07,51.56,46.9,41.16,42.1,44.65,39.84,43.25,40.88,39.23
270,Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Georgia,87.36,85.81,70.93,79.53,84.73,88.21,93.21,78.11,74.46,82.22,80.37,78.04,80.68,80.63
276,Germany,8.85,9.34,9.93,11.44,11.51,12.1,12.52,15.39,16.98,17.75,19.27,22.38,22.32,26.48
288,Ghana,87.38,82.86,66.62,53.36,74.06,76.72,68.81,66.52,66.13,63.11,63.84,50.1,42.32,39.61
292,Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Greece,10.66,11.46,13.45,8.18,10.03,13.42,18.05,13.8,16.63,24.8,23.95,28.28,26.89,24.55
304,Greenland,57.83,58.33,56.32,56.04,55.32,63.25,71.33,74.78,75.16,79.92,81.15,81.35,81.84,74.9
308,Grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Guadeloupe,6.05,9.59,8.68,10.01,10.04,7.8,5.14,...,...,...,...,...,...,...
316,Guam,0,0,0,0,0,0,0,0,0,0,0,1.29,3.08,3.01
320,Guatemala,50.75,50.43,45.56,37.62,45.53,36.8,46.33,50.25,50.37,48.11,48.01,39.33,39.59,52.61
831,Guernsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Guinea,61.46,62.45,63.15,68.19,62.74,62.35,76.37,74.73,67.45,73.7,59.83,33.72,24.75,24.42
624,Guinea-Bissau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Guyana,0,0,0,0,0,0,0,0,0.11,0.1,0.1,0.1,0.09,0.18
332,Haiti,47.53,47.66,47.54,32.91,37.24,28.71,30.15,17.61,20.09,13.36,8.71,8,6.55,12.12
340,Honduras,48.14,29.75,33.79,33.91,33.69,41.11,44.39,39.91,42.36,40.66,35.72,38.17,43.32,50.11
348,Hungary,0.63,0.59,0.64,0.8,1.05,1.56,1.93,2.36,2.86,3.26,3.67,3.73,3.97,4.29
352,Iceland,99.93,99.9,99.94,99.97,99.99,99.99,99.99,99.99,99.98,99.97,99.98,99.98,99.98,99.99
356,India,13.37,15.44,16.38,16.23,15.15,13.91,13.96,13.06,13.74,14.97,12.33,11.71,14.39,15.73
360,Indonesia,13.59,13.63,12.23,12.87,13.27,13.13,15.82,11.95,11.33,13.25,14.73,9.95,13.78,11.24
364,Iran (Islamic Rep. of),6.41,9.08,9.54,8.89,2.42,3.37,4.16,5.12,4.99,5.71,5.14,5.1,5.77,5.02
368,Iraq,1.53,16.94,16.19,14.17,9.48,7.01,9.75,7.63,9.54,8.14,4.33,3.74,4.21,2.59
372,Ireland,6.41,8.04,9.86,10.55,12.27,14.88,12.67,18.73,18.37,21.17,23.5,27.02,23.36,27.05
376,Israel,0.08,0.08,0.05,0.04,0.43,0.59,0.24,0.52,0.65,0.86,1.41,1.78,2.31,2.86
382,Italy,19.18,17.04,16.87,15.66,18.4,22.76,23.7,24.74,27.56,33.67,37.28,32.35,31.43,29.41
388,Jamaica,2.76,2.72,2.96,3.54,4.6,4.97,4.94,5.82,6.2,5.74,6.16,6.02,7.83,11.17
392,Japan,11.88,10.23,11.29,9.92,9.99,10.32,10.4,11.24,10.79,11.53,12.9,14.63,15.06,16.34
832,Jersey,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Jordan,0.62,0.62,0.49,0.5,0.46,0.43,0.43,0.4,0.39,0.34,0.33,0.94,4.68,5.19
398,Kazakhstan,12.04,11.57,10.84,10.66,9.29,8.74,9.71,9.1,8.23,7.51,7.88,8.87,11.24,11.29
404,Kenya,64.51,59.98,55.59,67.64,66.7,53.17,67.13,61.89,70.63,73.76,71.16,84.63,85.25,74.97
296,Kiribati,0,0,0,0,0,0,0,0,0,0,0,7.14,16.13,16.13
408,"Korea, Dem.Ppl's.Rep.",56.89,57.31,56.25,61.7,60.62,59.17,61.85,68.66,70.18,75.82,72.59,72.8,75.62,78.48
410,"Korea, Republic of",1.61,1.38,1.38,1.3,1.42,1.55,1.68,1.92,1.9,2.28,2.36,2.32,2.71,3.23
412,Kosovo,2.77,2.51,2.28,1.94,1.47,2.41,3.04,1.81,1.62,2.19,2.78,2.29,4.1,3.04
414,Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Kyrgyzstan,86.4,86.87,87.15,85.88,85.88,92.19,91.8,93.28,93.48,93.48,91.26,85.19,86.67,91.55
418,Lao People's Dem. Rep.,100,100,100,100,100,100,100,100,99.99,99.96,99.96,85.2,71.6,62.97
428,Latvia,67.35,68.75,56.1,58.39,60.07,62.97,53.86,48.54,61.96,48.83,41.51,36.27,41.37,60.16
422,Lebanon,9.07,8.48,6.02,4.86,2.8,4.52,5.34,4.92,6.8,7.27,1.01,2.38,1.91,1.95
426,Lesotho,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8
430,Liberia,0,0,0,0,0,0,13.79,11.76,11.76,11.76,11.76,11.43,9.09,9.15
434,Libya,0,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
438,Liechtenstein,92.75,92.65,94.03,94.44,94.37,94.37,94.94,94.44,96.51,96.47,95.12,97.14,97.78,97.85
440,Lithuania,5.78,6.91,8.12,9.25,9.75,10.21,30.77,37.08,33.83,41.03,46.46,44.03,58.98,68.38
442,Luxembourg,21.83,22.95,22.98,25.08,29.39,23.62,33.63,32.83,33.39,45.53,45.31,62.76,78.73,79.01
450,Madagascar,56.21,56.4,54.34,58.84,54.95,58.16,52.28,47.98,49.67,50.78,53.32,54.61,47.51,40.03
454,Malawi,85.9,85.82,85.78,86.77,89.87,90.69,91.06,91.25,91.21,91.15,91.59,91.43,91.53,90.86
458,Malaysia,6.25,6.54,6.35,6.68,6.72,6.18,5.35,6.11,6.77,7.75,9.23,9.46,12.98,16.36
462,Maldives,0,0,0,0,0,0.5,0.82,0.77,0.96,1.18,1.47,1.33,1.84,2.44
466,Mali,51.49,50.59,48.76,46.7,44.97,59.09,54.94,53.81,58.96,66.88,61.32,57.22,56.18,56.14
470,Malta,0,0,0,0,0,0,0.05,0.59,1.3,1.29,3.03,7.28,14.8,9.42
584,Marshall Islands,0,0,0,0,0,0,0,0,0,0,1.16,1.15,2.27,2.25
475,Martinique,0.21,0.41,0.34,0.33,0.39,0.9,1.24,...,...,...,...,...,...,...
478,Mauritania,0,0,0,0,0,0,0,0,0,4.8,5.05,13.37,13.12,21.11
480,Mauritius,5.64,5.02,3.28,3.41,4.22,4.81,3.87,2.19,2.82,3.54,4.05,5.04,4.43,4.6
176,Mayotte,0,0,0,0,0,0.42,2.33,...,...,...,...,...,...,...
484,Mexico,13.39,13.97,14.43,13.2,17.28,12.73,16.34,14.68,13.49,12.9,17.09,14.85,14.88,15.36
583,Micronesia (Fed. States of),0,0,0,0,0,1.43,1.45,1.54,1.52,1.49,1.45,1.49,2.94,2.9
496,Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,Montenegro,...,65.15,59.28,59.89,54.42,72.97,66.1,45.33,51.93,63.47,55.22,49.65,58.68,45.71
500,Montserrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Morocco,10.37,8.41,8.9,8.12,8.15,15.97,18.77,16.1,13.84,20,17.9,19.57,19.8,19.03
508,Mozambique,99.61,99.84,99.86,99.92,99.91,99.92,99.89,99.88,99.86,94.63,92.23,87.03,83.4,82.76
104,Myanmar,42.94,49.49,53.94,56.56,61.48,75.47,71.76,72.12,70.83,72.04,62.37,59.53,54.54,56.1
516,Namibia,99.13,97.92,92.89,92.33,67.48,82.03,84.95,99.44,95.64,95.79,99.13,97.79,95.64,96.02
520,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78
524,Nepal,99.42,99.37,99.53,99.68,99.68,99.58,99.91,99.94,99.72,99.68,99.71,100,100,100
528,Netherlands,2.18,2.45,3.06,3.57,4.23,4.27,3.61,4.75,5.25,6.17,6.56,8.06,8.69,11.05
540,New Caledonia,20.08,18.96,16.88,22.21,26.42,22.57,15.01,18.87,20.11,20.48,11.66,14.09,9.2,13.44
554,New Zealand,71.41,63.37,63.62,64.35,63.12,70.48,72.09,74.92,70.56,72.97,77.9,78.84,82.97,79.97
558,Nicaragua,20.41,24.6,19.75,17.11,25.47,20.39,26.48,24.27,31.56,40.77,42.75,40.17,40.58,41.28
562,Niger,0.5,0.85,0.9,0.89,0.88,0.78,1.02,1.52,1.76,1.55,1.92,2.11,2.94,2.65
566,Nigeria,33.4,33,27.1,27.1,27.1,22.9,24.4,21.76,19.76,18.49,16.63,17.69,17.63,17.22
570,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,North Macedonia,22.23,21.48,23.55,15.54,13.31,18.6,33.48,21.22,16.67,26.14,24.04,35.94,36.7,23.14
579,Norway,99.13,99.34,99.11,98.99,99.25,96.48,95.57,96.36,97.76,97.58,97.7,97.73,97.85,97.84
512,Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Pakistan,29.98,32.96,32.53,30.01,30.33,29.46,33.7,29.99,31.06,30.4,30.03,30.26,30.8,27.69
585,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Panama,65.6,63.91,59.78,57.4,61.79,56.4,56.53,52.16,62.61,57.51,55.46,65,66.32,71.58
598,Papua New Guinea,24.37,28.88,32.56,38.82,38.55,39.19,37.98,37.94,37.33,35.77,34.53,33.16,32.06,28.7
600,Paraguay,100,100,100,100,100,100,100,100,100,100,99.99,100,100,100
604,Peru,71.78,77.8,78.53,65.32,58.71,59.19,55.85,55.56,55.17,51.97,49.72,50.85,49.49,57.79
608,Philippines,33.76,32.41,36.04,31.61,33.92,32.59,26.27,28.48,28.14,26.1,25.34,24.86,23.17,23.18
616,Poland,2.66,2.69,2.22,2.33,2.35,2.69,3.32,3.71,4.5,5.54,6.64,8.16,9.24,10.66
620,Portugal,24.5,14.95,29.53,31.13,28.9,33.72,48.33,41.5,37.46,53.34,55.61,42.76,50.43,35.48
630,Puerto Rico,0.57,0.55,0.57,0.67,0.67,0.74,0.57,0.68,0.7,1.39,1.63,1.84,1.86,2.23
634,Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Republic of Moldova,5.77,6.92,6.46,3,7.82,75.35,75.81,73.1,73.31,69.09,74.76,79.12,79.62,73.57
639,Reunion,26.32,22.5,24.6,27.29,25.84,21.66,23.52,...,...,...,...,...,...,...
642,Romania,29.23,34.01,29.28,25.89,26.48,27.26,33.7,26.25,25.38,34.38,41.26,39.3,41.39,37.5
643,Russian Federation,19.12,18.36,17.65,17.68,16.07,17.8,16.27,15.94,15.67,17.29,16.71,16,17.2,17.2
646,Rwanda,58.74,56.41,22.35,25.15,36.73,39.6,39.58,42.82,46.08,35.66,43.93,56.65,45.91,49.28
882,Samoa,47.17,45.95,45.69,45.04,40.5,34.51,43.24,32.11,33.04,28.32,24,25.95,32.89,33.78
678,Sao Tome and Principe,16.22,9.76,18.6,22.22,16.67,13.46,8.77,8.96,7.79,8.45,10.39,8.64,8.14,7.78
682,Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,Senegal,0.15,0.21,0.2,0,0,0,0,0,0,2.09,0.92,1.02,1.29,2.96
688,Serbia,...,32.99,30.06,27.46,27.05,29.08,32.99,23.95,26.94,27.22,34.13,28.18,29.38,26.49
891,Serbia and Montenegro,29.51,...,...,...,...,...,...,...,...,...,...,...,...,...
690,Seychelles,0,0,0,0,0,0,0,0,0,1.61,1.8,1.95,1.81,1.95
694,Sierra Leone,14.17,22.62,9.76,30,69.06,66.67,87.13,86.93,65.92,64.02,65.19,72.69,72.28,72.28
702,Singapore,0,0,0,0,0,0.01,0.01,0.02,0.03,0.04,0.08,0.14,0.28,0.32
703,Slovakia,13.85,15.15,14.71,16.66,14.8,17.77,20.5,16.14,17.23,20.22,18.92,17.65,19.49,19.07
705,Slovenia,26.81,22.89,23.76,21.71,24.51,28.77,28.69,23.48,27.01,31.93,38.01,28.95,30.64,27.14
90,Solomon Islands,0,0,0,0,0,0,0,0,0,0,2.13,2.06,1.92,0.94
706,Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,South Africa,1.89,1.72,2.31,1.47,1.55,1.67,1.96,1.93,1.65,1.6,2.48,3.44,4.27,5.39
728,South Sudan,...,...,...,...,...,...,...,...,0.45,0.42,0.41,0.35,0.33,0.55
724,Spain,18.98,16.74,17.89,19.32,19.75,25.01,32.21,29.06,28.83,38.44,38.98,33.74,37.31,30.71
144,Sri Lanka,34.04,39.19,48.97,40.05,41.47,39.07,52.82,40.39,29.14,59.62,37.92,48.18,32.32,30.81
654,St. Helena and Depend.,0,0,0,0,11.11,11.11,11.11,11.11,10,9.09,10,20,27.27,27.27
659,St. Kitts-Nevis,0,0,0,0,0,0,2.78,2.69,3.67,4.09,4.52,4.61,4.82,5.07
662,St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,St. Pierre-Miquelon,2.33,2.38,2.38,2.22,2.27,2.22,2.22,2.22,2.33,2.13,0,0,0,0
670,St. Vincent-Grenadines,22.31,19.7,17.56,16.31,17.27,18.31,17.86,21.99,17.48,16.2,8.51,11.72,10.53,10.46
275,State of Palestine,0,0,0,0,0,0,0,0,0,0.35,0.88,1.75,8.01,8.24
729,Sudan,...,...,...,...,...,...,...,...,69.24,79.79,77.56,63.99,55.37,59.69
740,Suriname,52.52,42.19,53.56,59.25,62.43,61.44,56.18,73.19,56.71,54.2,38.45,33.88,38.83,43.93
752,Sweden,40.22,46.59,43.82,45.46,47.46,50.08,47.12,48.32,51.78,46.6,48.91,56.66,49.84,50.54
757,Switzerland,54.12,55.52,51.39,54.15,55.11,54.9,55.97,53.18,58.26,57.75,56.63,60.71,60.36,61.58
760,Syrian Arab Republic,12.99,12,10.53,9,6.99,4.31,5.58,7.81,10.38,11.57,13.81,2.31,5.13,4.14
762,Tajikistan,99.08,99.28,98.62,97.83,97.86,98.66,99.79,99.77,99.56,99.74,99.03,98.24,96.47,94.43
764,Thailand,4.81,4.39,5.86,5.66,4.83,4.83,3.49,5.3,5.63,4.19,4.2,4.2,5.6,8.14
626,Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Togo,59.25,54.96,56.17,63.38,82.46,83.59,58.13,63.13,41.35,20.56,34.92,13.74,21.89,29.71
776,Tonga,0,0,0,0,0,0,0,0,0,3.77,3.64,5.45,8.33,6.45
780,Trinidad and Tobago,0.03,0.03,0.04,0.04,0.04,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04
788,Tunisia,1.59,1.44,0.92,0.63,0.51,1.14,4.06,2.15,2.89,3.49,4.05,3.92,4.07,4.04
792,Turkey,30.69,24.57,25.27,19.04,17.31,19.49,26.27,25.22,27.03,28.57,20.59,31.67,32.55,28.92
795,Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,Turks and Caicos Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84
798,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,28.57,37.5,33.33
800,Uganda,97.59,94.08,74.46,70.64,69.03,59.62,54.85,61.09,86.97,96.28,91.35,92.95,93.1,89.83
804,Ukraine,6.54,6.74,6.76,5.25,6,6.9,6.99,5.68,5.84,8.07,5.95,5.21,6.58,7.88
784,United Arab Emirates,0,0,0,0,0,0,0,0,0.02,0.05,0.25,0.23,0.24,0.59
826,United Kingdom,2.39,2.7,3.19,3.58,4.21,4.83,4.47,6.74,8.1,10.61,13.25,16.78,16.51,20.79
834,United Rep. of Tanzania,81.44,49.21,41.66,60.35,60.44,55.8,51.35,39.07,31.57,29.14,41.91,32.73,30.2,29.69
840,United States,7.89,7.79,8.45,7.58,8.18,9.38,9.29,11.35,11.02,11.58,11.85,12.14,13.79,15.81
858,Uruguay,81.03,87,63.99,85.6,51.41,58.87,78.99,63.7,52.25,71.62,79.84,75.6,79.13,80.43
860,Uzbekistan,18.02,17.54,17.99,13.07,23,18.68,20.98,19.54,21.35,10.4,10.81,12.22,12.35,13.81
548,Vanuatu,2.04,4,3.92,3.85,18.84,18.84,18.84,16.18,14.93,14.71,14.93,21.88,21.13,21.92
862,Venezuela (Bolivar. Rep.),71.1,72.86,72.61,72.72,72.79,71.89,67.49,70.93,63.3,60.79,60.75,58.21,53.38,53.5
704,Viet Nam,38.56,31.58,33.74,34.38,35.41,36.06,29.46,39.56,45.15,45.95,44.06,35.18,36.01,44.91
876,Wallis and Futuna Is.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Yemen,0,0,0,0,0,0,0,0.05,0.06,0.11,0.12,1.81,10.64,13.77
894,Zambia,99.45,99.41,99.87,99.88,99.87,99.88,99.88,99.87,99.85,99.85,97.14,96.99,94.27,85.99
716,Zimbabwe,56.6,52.43,66.59,70.75,74.86,74.86,66.99,56.69,58.88,52.45,55.06,51.87,41.11,52.61
